Nr.;Anrede;Vorname;Nachname;Stadt;Alter;Bundesland
2716;Frau;Karleugen;Stübner;Hannover;20;Niedersachsen
2717;k.A.;Ilsebärbel;Fahlbusch;Steindorf;45;Bayern
2718;Frau;Wernfried;Wieting;Waldesch;77;Rheinland-Pfalz
2719;Herr;Norbert;Hanel;Triftern;88;Bayern
2720;Herr;Diethilde;Neumüller;Linsburg;88;Niedersachsen
2721;Herr;Ditmar;Hamburger;Winringen;98;Rheinland-Pfalz
2722;Frau;Dörte;Dörge;Mertingen;82;Bayern
2723;Herr;Adolfine;Aksoy;Neckarbischofsheim;10;Baden-Württemberg
2724;Herr;Sybil;Brocks;Münzenberg;35;Hessen
2725;Herr;Viktor;Herzer;Großrosseln;89;Saarland
2726;Frau;Sönke;Page;Driedorf;28;Hessen
2727;Frau;Irmgardt;Ax;Hollingstedt;84;Schleswig-Holstein
2728;Frau;Samira;Wöhrmann;Affler;68;Rheinland-Pfalz
2729;Herr;Elke;Steffens;Onsdorf;13;Rheinland-Pfalz
2730;Herr;Thankmar;Hausmann;Mühlenbach;84;Baden-Württemberg
2731;Frau;Hildemarie;Glander;Bergkirchen;32;Bayern
2732;Frau;Wiltraud;Woods;Pintesfeld;16;Rheinland-Pfalz
2733;Frau;Berna;Engler;Perach;83;Bayern
2734;Herr;Aline;Schuh;Hargarten;40;Rheinland-Pfalz
2735;k.A.;Ludwiga;Rupprecht;Rumbach;12;Rheinland-Pfalz
2736;Frau;Annedore;Tews;Göldenitz;10;Schleswig-Holstein
2737;Herr;Nicole;Schaal;Garding;70;Schleswig-Holstein
2738;Frau;Mika;Scherer;Birkenwerder;67;Brandenburg
2739;Herr;Denise;Hartwig;Ditzingen;03;Baden-Württemberg
2740;Herr;Klarissa;Albiez;Pohle;82;Niedersachsen
2741;Herr;Gertraut;Mücke;Ziertheim;31;Bayern
2742;Herr;Friedhold;Lee;Südermarsch;60;Schleswig-Holstein
2743;Herr;Philipine;Pech;Linnich;24;Nordrhein-Westfalen
2744;Frau;Nicolaus;Pfeilmacher;Dahlem;92;Niedersachsen
2745;Frau;Eugen;Linden;Ginsheim-Gustavsburg;31;Hessen
2746;Herr;Isgard;Ilse;Prüm;97;Rheinland-Pfalz
2747;Frau;Eckehart;Steinbrück;Nutha;95;Sachsen-Anhalt
2748;Frau;Irmtrud;Waldow;Klettgau;99;Baden-Württemberg
2749;Frau;Leonardo;Schlarb;Weesby;00;Schleswig-Holstein
2750;Herr;Irmtrude;Dörfel;Peffingen;33;Rheinland-Pfalz
2751;Frau;Valerian;Jähn;Rantum;36;Schleswig-Holstein
2752;Frau;Lenard;Schäfer;Neu-Isenburg;28;Hessen
2753;Herr;Rebekka;Wahlers;Alt Krenzlin;01;Mecklenburg-Vorpommern
2754;Frau;Sigmar;Brauer;Neuhaus;91;Niedersachsen
2755;Herr;Isabel;Haan;Weyarn;39;Bayern
2756;k.A.;Janik;Ulferts;Bochum;59;Nordrhein-Westfalen
2757;Frau;Klementine;Hörr;Eldingen;65;Niedersachsen
2758;Frau;Ingomar;Wies;Sprockhövel;90;Nordrhein-Westfalen
2759;Herr;Verona;Pagel;Rüscheid;21;Rheinland-Pfalz
2760;k.A.;Brunhilda;Aulbach;Ölsen;96;Rheinland-Pfalz
2761;Frau;Reny;Burkhart;Eschwege;55;Hessen
2762;Frau;Jasper;Mason;Detmold;23;Nordrhein-Westfalen
2763;Frau;Reinbert;Schon;Ramberg;84;Rheinland-Pfalz
2764;Herr;Reinwald;Riemer;Lingerhahn;08;Rheinland-Pfalz
2765;Frau;Jolande;Zuber;Unterensingen;18;Baden-Württemberg
2766;Frau;Hansfried;Schillinger;Alveslohe;67;Schleswig-Holstein
2767;Frau;Hansgerd;Böer;Steinhagen;29;Nordrhein-Westfalen
2768;Frau;Gereon;Dietl;Gießen;78;Hessen
2769;Herr;Sanna;Allmann;Schmiechen;80;Bayern
2770;Herr;Jamie;Walkowiak;Scheid;81;Rheinland-Pfalz
2771;Frau;Emma;Milewski;Hammoor;48;Schleswig-Holstein
2772;Frau;Kreszenzia;Kugler;Battweiler;53;Rheinland-Pfalz
2773;Frau;Felix;Wieneke;Bad Homburg vor der Höhe;95;Hessen
2774;Herr;Walda;Kleinmann;Dillingen;79;Saarland
2775;Frau;Hasko;Philippi;Forbach;23;Baden-Württemberg
2776;Frau;Dorchen;Zuschuss;Groß Kummerfeld;84;Schleswig-Holstein
2777;Frau;Haug;Theuer;Hornbach;24;Rheinland-Pfalz
2778;Herr;Lidia;Weisser;Lieth;84;Schleswig-Holstein
2779;Frau;Wedig;Gallasch;Rödern;59;Rheinland-Pfalz
2780;Herr;Markward;Ahrens;Hesselnfeld;66;Niedersachsen
2781;Herr;Lenz;Morawietz;Haar;74;Bayern
2782;Herr;Eberhard;Zoller;Siebenbach;16;Rheinland-Pfalz
2783;Herr;Alfred;Göbbels;Risum-Lindholm;44;Schleswig-Holstein
2784;Frau;Ulwin;Mund;Hockenheim;49;Baden-Württemberg
2785;Frau;Christof;Messerschmidt;Leutesdorf;53;Rheinland-Pfalz
2786;Herr;Ehrmut;Krüger;Eßweiler;21;Rheinland-Pfalz
2787;Herr;Willy;Keck;Falkensee;09;Brandenburg
2788;Herr;Monika;Jünger;Bösdorf;64;Schleswig-Holstein
2789;Frau;Layla;Thornton;Varel;86;Niedersachsen
2790;Frau;Fini;Hänsch;Grillenberg;79;Sachsen-Anhalt
2791;Herr;Ehrhardt;Stöckmann;Amtzell;05;Baden-Württemberg
2792;Herr;Dietbert;Würtz;Tiefenthal;01;Rheinland-Pfalz
2793;Herr;Anne;Redmann;Weisel;76;Rheinland-Pfalz
2794;Frau;Carl;Brings;Euerbach;15;Bayern
2795;Herr;Wilgard;Cerny;Schenkenzell;39;Baden-Württemberg
2796;Herr;Burkardt;Baumgardt;Lathen;22;Niedersachsen
2797;Frau;Jamie;Rebel;Sachsenheim;96;Baden-Württemberg
2798;Herr;Alwina;Dahl;Tübingen;17;Baden-Württemberg
2799;k.A.;Freimuth;Rahm;Deensen;52;Niedersachsen
2800;Frau;Lia;Wallis;Ecknach;59;Bayern
2801;Frau;Sieghard;Kühr;Erzhausen;08;Hessen
2802;Herr;Jonny;Baumgartl;Ellerhoop;54;Schleswig-Holstein
2803;k.A.;Aileen;Pförtner;Platten;51;Rheinland-Pfalz
2804;Herr;Heyko;Felgenhauer;Vahlberg;99;Niedersachsen
2805;Frau;Germar;Laubach;Sankt Andreasberg;53;Niedersachsen
2806;Frau;Katarina;Jakobs;Kreuztal;47;Nordrhein-Westfalen
2807;Herr;Erk;Wachholz;Hämelhausen;74;Niedersachsen
2808;k.A.;Sighart;Platz;Neu-Ulm;14;Bayern
2809;Frau;Alfinus;Wehmeier;Schönau;64;Bayern
2810;k.A.;Ingobert;Then;Essen;19;Nordrhein-Westfalen
2811;Frau;Horst;Hofer;Dormagen;91;Nordrhein-Westfalen
2812;Herr;Eckehard;Mehnert;Veldenz;35;Rheinland-Pfalz
2813;Herr;Regelindis;Bertels;Nonnweiler;87;Saarland
2814;Frau;Irmlinde;Leukel;Krefeld;02;Nordrhein-Westfalen
2815;Herr;Bodo;Lüddecke;Mittelneufnach;12;Bayern
2816;Frau;Wilfried;Puhl;Brohl;60;Rheinland-Pfalz
2817;Frau;Frederic;Henzel;Kastel-Staadt;82;Rheinland-Pfalz
2818;Herr;Margitta;Saß;Riebau;35;Sachsen-Anhalt
2819;k.A.;Reinbert;Leyendecker;Bad Salzschlirf;00;Hessen
2820;Frau;Jennifer;Kümmerle;Waldböckelheim;73;Rheinland-Pfalz
2821;Frau;Markolf;Burg;Leibertingen;78;Baden-Württemberg
2822;Herr;Wolff;Bornmann;Bargum;75;Schleswig-Holstein
2823;Frau;Frederic;Rasch;Ingersheim;47;Baden-Württemberg
2824;Herr;Siegert;Hermann;Aletshausen;07;Bayern
2825;Frau;Elgard;Scherz;Karlsruhe;43;Baden-Württemberg
2826;Frau;Stina;Fels;Emersacker;23;Bayern
2827;Frau;Emmerich;Benz;Heusenstamm;10;Hessen
2828;Frau;Christmut;Clauß;Kevelaer;38;Nordrhein-Westfalen
2829;Herr;Nathanael;Schmiedel;Uelvesbüll;13;Schleswig-Holstein
2830;Frau;Fried;Hübler;Nierstein;51;Rheinland-Pfalz
2831;Herr;Allmar;Henzler;Kaltenborn;93;Rheinland-Pfalz
2832;Herr;Siegfriede;Hohlfeld;Ebersburg;13;Hessen
2833;Frau;Relindis;Paulick;Birlenbach;65;Rheinland-Pfalz
2834;Frau;Sieghard;Menke;Sankt Johann;89;Rheinland-Pfalz
2835;Frau;Albine;Ostendorf;Eutingen;22;Baden-Württemberg
2836;Frau;Frowin;Heitzmann;Schönaich;44;Baden-Württemberg
2837;Herr;Philipp;Köppel;Ohrenbach;64;Bayern
2838;k.A.;Emely;Walden;Demsin;00;Sachsen-Anhalt
2839;Herr;Roselius;Salzer;Hofbieber;77;Hessen
2840;Frau;Willma;Eggert;Lünne;89;Niedersachsen
2841;k.A.;Rainhardt;Ruppel;Rommersheim;22;Rheinland-Pfalz
2842;Herr;Fränzi;Leßmann;Lübbecke;59;Nordrhein-Westfalen
2843;Frau;Klaudius;Theile;Iffeldorf;99;Bayern
2844;k.A.;Cord;Christoph;Wollershausen;33;Niedersachsen
2845;Frau;Traugott;Sperlich;Rethwisch;86;Schleswig-Holstein
2846;Frau;Sepp;Lindenthal;Bad Peterstal-Griesbach;73;Baden-Württemberg
2847;Herr;Zenzi;Wallis;Tarp;05;Schleswig-Holstein
2848;Frau;Elsemarie;Kress;Kaiserslautern;82;Rheinland-Pfalz
2849;Frau;Caspar;Dannecker;Brammer;11;Schleswig-Holstein
2850;Herr;Lottelore;Prahl;Odenbach;98;Rheinland-Pfalz
2851;Frau;Otger;Völz;Cadenberge;62;Niedersachsen
2852;Frau;Hildegund;Riehl;Illerich;35;Rheinland-Pfalz
2853;Frau;Godelind;Briel;Sophienhamm;80;Schleswig-Holstein
2854;Herr;Hermann;Gleichmann;Bochum;71;Nordrhein-Westfalen
2855;Herr;Evalinde;Zankl;Steinach;54;Bayern
2856;Herr;Evi;Grundner;Durchhausen;10;Baden-Württemberg
2857;Herr;Katrina;Gruber;Niederaichbach;69;Bayern
2858;k.A.;Cornelius;Soika;Paderborn;97;Nordrhein-Westfalen
2859;Frau;Walfriede;Staub;Osten;98;Niedersachsen
2860;Herr;Gertrud;Lotter;Meseberg;94;Sachsen-Anhalt
2861;Frau;Annie;Baisch;Basedow;22;Schleswig-Holstein
2862;Herr;Theofried;Herling;Heemsen;48;Niedersachsen
2863;Frau;Knuth;Weisgerber;Lütjenholm;53;Schleswig-Holstein
2864;Frau;Hadburg;Eichstädt;Hoyerhagen;78;Niedersachsen
2865;Frau;Bernulf;Steinig;Greiling;22;Bayern
2866;Frau;Sybilla;Haberkorn;Mehrstetten;66;Baden-Württemberg
2867;Herr;Arnfried;Rißmann;Sankt Wendel;78;Saarland
2868;Frau;Gertrudis;Plank;Wartenberg;45;Hessen
2869;Herr;Gisbert;Steinweg;Wilhelmshaven;92;Niedersachsen
2870;Herr;Lisa;Mies;Illesheim;72;Bayern
2871;Herr;Nordfried;Specht;Wawern;46;Rheinland-Pfalz
2872;Frau;Collin;Radau;Holzminden;91;Niedersachsen
2873;Herr;Karlheinrich;Herwig;Hofbieber;84;Hessen
2874;Herr;Eduardt;Benn;Vogtareuth;42;Bayern
2875;k.A.;Kuno;Karau;Wernau;20;Baden-Württemberg
2876;Frau;Bartholomäus;Klinker;Vienenburg;46;Niedersachsen
2877;Herr;Thankmar;Bräuning;Iserlohn;89;Nordrhein-Westfalen
2878;Frau;Anka;Brockhaus;Lengerich;54;Nordrhein-Westfalen
2879;Herr;Hannelotte;Meine;Berau;33;Baden-Württemberg
2880;Frau;Sylvana;Stelzer;Rodenbach;35;Rheinland-Pfalz
2881;k.A.;Evelyne;Euler;Stadtlohn;72;Nordrhein-Westfalen
2882;Herr;Clemens;Eickhoff;Puls;66;Schleswig-Holstein
2883;Herr;Jannes;Dormann;Stuttgart;53;Baden-Württemberg
2884;Frau;Karina;Straßer;Stolzenau;68;Niedersachsen
2885;Herr;Egon;Zeise;Witten;52;Nordrhein-Westfalen
2886;Herr;Cathleen;Heese;Freiburg;70;Baden-Württemberg
2887;k.A.;Annelotte;Gutzeit;Berlin;76;Berlin
2888;Frau;Lilibeth;Sielemann;Dautphetal;47;Hessen
2889;Frau;Ursula;Onken;Kirchwalsede;65;Niedersachsen
2890;Herr;Bertfriede;Knauer;Stephanskirchen;92;Bayern
2891;Frau;Titus;Tamm;Karlsruhe;60;Baden-Württemberg
2892;k.A.;Annedore;Metzen;Kaufungen;61;Hessen
2893;Herr;Paulfried;Ortner;Arnshöfen;47;Rheinland-Pfalz
2894;k.A.;Frieder;Jochum;Alt-Hohenschönhausen;48;Berlin
2895;Frau;Uve;Dubbert;Frankfurt am Main;57;Hessen
2896;Herr;Burga;Zetzsche;Wartenberg-Rohrbach;11;Rheinland-Pfalz
2897;Frau;Margarethe;Zehner;Erdweg;57;Bayern
2898;Herr;Arwin;Kreuzer;Volkertshausen;68;Baden-Württemberg
2899;Frau;Harald;Scheele;Boke;29;Nordrhein-Westfalen
2900;Herr;Helen;Schirrmacher;Dedelstorf;67;Niedersachsen
2901;Frau;Siegwart;Gruhl;Wassertrüdingen;99;Bayern
2902;Herr;Marlen;Ruhland;Kirchberg an der Jagst;67;Baden-Württemberg
2903;Herr;Ottokar;Kannengießer;Düsseldorf;13;Nordrhein-Westfalen
2904;Frau;Leo;Nadolny;Tann;26;Hessen
2905;Herr;Anneliese;Wendling;Müden;84;Niedersachsen
2906;Herr;Mechthilde;Harzer;Bienenbüttel;76;Niedersachsen
2907;Herr;Wolf;Zobel;Erkelenz;16;Nordrhein-Westfalen
2908;Herr;Dietrich;Lewis;Holzminden;87;Niedersachsen
2909;Frau;Birte;Jung;Rodenbach;04;Hessen
2910;Herr;Christhild;Fellmann;Duisburg;75;Nordrhein-Westfalen
2911;Frau;Herwiga;Schikora;Castrop-Rauxel;13;Nordrhein-Westfalen
2912;Herr;Waltraud;Reisner;Rottweil;73;Baden-Württemberg
2913;Frau;Friedjörg;Bialas;Forchheim;59;Baden-Württemberg
2914;Herr;Kristine;Sauter;Ellzee;00;Bayern
2915;Herr;Herald;Thurner;Neuenstadt am Kocher;98;Baden-Württemberg
2916;Frau;Heilmuth;Noll;Geretsried;15;Bayern
2917;Frau;Margrit;Junginger;Bechhofen an der Heide;05;Bayern
2918;k.A.;Dieterich;Houston;Rehbach;28;Rheinland-Pfalz
2919;Frau;Wilhelma;Garbers;Grödersby;12;Schleswig-Holstein
2920;Herr;Franzl;Lösch;Achterwehr;56;Schleswig-Holstein
2921;Herr;Annegret;Salewski;Mülheim an der Ruhr;21;Nordrhein-Westfalen
2922;Herr;Moritz;Matern;Winterrieden;32;Bayern
2923;Herr;Florentius;Brodowski;Gummersbach;37;Nordrhein-Westfalen
2924;Frau;Birgitta;Bey;Lippstadt;29;Nordrhein-Westfalen
2925;Herr;Leon;Kynast;Goldelund;16;Schleswig-Holstein
2926;Frau;Karsten;Bill;Schönbach;94;Rheinland-Pfalz
2927;k.A.;Klaas;Schlotmann;Eichenbühl;39;Baden-Württemberg
2928;Frau;Gerold;Grotz;Barsbek;63;Schleswig-Holstein
2929;Herr;Alois;Alisch;Velpke;62;Niedersachsen
2930;Herr;Claudius;Petry;Sasbach am Kaiserstuhl;96;Baden-Württemberg
2931;Frau;Mathias;Sieger;Ladbergen;56;Nordrhein-Westfalen
2932;Frau;Birgit;Klüber;Iserlohn;03;Nordrhein-Westfalen
2933;Frau;Albrecht;Ranft;Hagenbüchach;82;Bayern
2934;Frau;Lenore;Alberti;Immesheim;76;Rheinland-Pfalz
2935;Herr;Wolfgünter;Hermsdorf;Wegscheid;79;Bayern
2936;Frau;Timo;Kuster;Grolsheim;65;Rheinland-Pfalz
2937;Frau;Rainhard;Schröpfer;Teunz;07;Bayern
2938;Herr;Renold;Göpel;Bottrop;17;Nordrhein-Westfalen
2939;Frau;Kevin;Huth;Rullstorf;42;Niedersachsen
2940;Herr;Sandra;Summers;Zernien;79;Niedersachsen
2941;Frau;Wendemar;Lage;Heupelzen;85;Rheinland-Pfalz
2942;Herr;Ullrich;Holloway;Busenberg;90;Rheinland-Pfalz
2943;Herr;Sigbert;Cummings;Hannover;53;Niedersachsen
2944;k.A.;Guntram;Netzer;Espenau;58;Hessen
2945;Frau;Annalene;Wehrmann;Schluchsee;11;Baden-Württemberg
2946;Frau;Wiglaf;Fenske;Darmstadt;97;Hessen
2947;Herr;Arnulf;Ferdinand;Sarzbüttel;30;Schleswig-Holstein
2948;k.A.;Hannetraud;Heßling;Steineroth;10;Rheinland-Pfalz
2949;Frau;Hildebrand;Rieckmann;Willich;62;Nordrhein-Westfalen
2950;Herr;Sigrid;Anselm;Lautert;71;Rheinland-Pfalz
2951;Frau;Ulrich;Schwarzenberg;Braunschweig;06;Niedersachsen
2952;Herr;Michel;Hansel;Holthusen;30;Mecklenburg-Vorpommern
2953;Herr;Roberto;Allmendinger;Gieboldehausen;18;Niedersachsen
2954;Herr;Gert;Dlugosch;Paderborn;84;Nordrhein-Westfalen
2955;Herr;Haug;Lutze;Handrup;93;Niedersachsen
2956;Frau;Bernadine;Mersmann;Eching;65;Bayern
2957;Frau;Hildegard;Leonard;Adelmannsfelden;40;Baden-Württemberg
2958;Frau;Elbert;Straßburger;Drebach;75;Sachsen
2959;Frau;Annie;Jahnel;Klein Berßen;17;Niedersachsen
2960;Herr;Piet;Werk;Vierhöfen;17;Niedersachsen
2961;Herr;Reinhart;Steinhauer;Wolsdorf;74;Niedersachsen
2962;Frau;Severin;Sulzer;Magdeburg;26;Sachsen-Anhalt
2963;Frau;Evamaria;Gust;Mainz am Rhein;61;Rheinland-Pfalz
2964;Frau;Mareike;Dieckhoff;Parkstein;64;Bayern
2965;Frau;Kriemhilde;Groneberg;Budenbach;91;Rheinland-Pfalz
2966;Frau;Aloisius;Huppert;Nordermeldorf;24;Schleswig-Holstein
2967;Herr;Horstmar;Munk;Attenkirchen;62;Bayern
2968;Frau;Ivonne;Kühn;Wehingen;63;Baden-Württemberg
2969;Herr;Dagomar;Pleger;Mainz am Rhein;77;Rheinland-Pfalz
2970;Herr;Esther;Fritzen;Waxweiler;39;Rheinland-Pfalz
2971;k.A.;Wanda;Klann;Großbettlingen;93;Baden-Württemberg
2972;Frau;Ann;Reddig;Wettringen;99;Nordrhein-Westfalen
2973;k.A.;Myrta;Knoche;Neuenhagen;62;Brandenburg
2974;Frau;Walburga;Hübner;Bickendorf;01;Rheinland-Pfalz
2975;Frau;Donate;Hann;Hörnum;89;Schleswig-Holstein
2976;Herr;Swenja;Paus;Düren;49;Nordrhein-Westfalen
2977;Frau;Marina;Sherman;Efringen-Kirchen;20;Baden-Württemberg
2978;Frau;Yannik;Jockel;Unterstadion;62;Baden-Württemberg
2979;Herr;Anita;James;Krempel;81;Schleswig-Holstein
2980;k.A.;Loremarie;Geisler;Hörschhausen;68;Rheinland-Pfalz
2981;Herr;Belinda;Wetter;Bechenheim;25;Rheinland-Pfalz
2982;k.A.;Nike;Irmer;Teublitz;69;Bayern
2983;k.A.;Allmar;Baldus;Hergenfeld;93;Rheinland-Pfalz
2984;Frau;Willi;Nawrath;Hattingen an der Ruhr;68;Nordrhein-Westfalen
2985;Herr;Sabrina;Haberstroh;Mörsfeld;48;Rheinland-Pfalz
2986;Herr;Vreni;Böttner;Hargarten;52;Rheinland-Pfalz
2987;Herr;Stephan;Alberts;Ürzig;97;Rheinland-Pfalz
2988;Herr;Sigbert;Czekalla;Pfalzfeld;84;Rheinland-Pfalz
2989;Herr;Augustinus;Jessen;Lauf;83;Baden-Württemberg
2990;Frau;Sibille;Vos;Uetersen;39;Schleswig-Holstein
2991;Herr;Alena;Kappes;Ladenburg;11;Baden-Württemberg
2992;Herr;Friedegard;Mey;Igel;96;Rheinland-Pfalz
2993;Frau;Leonhardt;Rill;Schöneberg;84;Rheinland-Pfalz
2994;Herr;Paulfried;Peiffer;Herdecke an der Ruhr;04;Nordrhein-Westfalen
2995;Frau;Niko;Nolting;Hettingen;17;Baden-Württemberg
2996;Herr;Klauspeter;Ohm;Lüdenscheid;32;Nordrhein-Westfalen
2997;Frau;Silvio;Lipke;Rondeshagen;65;Schleswig-Holstein
2998;Frau;Artur;Kiesewetter;Strüth;24;Rheinland-Pfalz
2999;Frau;Marold;Kiehne;Bruckberg;41;Bayern
3000;Frau;Anni;Porten;Ippenschied;25;Rheinland-Pfalz
